Active Ingredient,NDA #,Product Name,Company,Approval Date,P or E,Date Added,Patent Number,Expiration Date,Codes,Strengths,Delist Request,Orig,Analysis,Added strength,# added strengths,Applied to UC,2nd add,Comments
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8003126*PED,5/17/15,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8067416*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8318745*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,RE43797,11/17/24,U-1156,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,RE43797*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,E,4/28/14,,4/23/17,NPP,1,,No,NPP,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,E,4/28/14,,12/13/14,ODE,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,E,4/28/14,,10/23/17,PED,1,,No,PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,E,4/28/14,,6/13/15,PED,1,,No,PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,9/28/16,9433624,11/17/24,U-1589,1,,,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,12/19/13,P,9/28/14,7566714,11/17/24,U-1589,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,9/28/14,7612073,11/17/24,U-1010,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,9/28/14,8067416,11/17/24,U-1589,1,,No,P:UC,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,9/28/14,RE43797,11/17/24,U-1590,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,7566714,11/17/24,U-1589,2,,No,Added to other strength,P:UC,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,7612073,11/17/24,U-1010,2,,No,Added to other strength,P:UC,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,8067416,11/17/24,U-1589,2,,No,Added to other strength,P:UC,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,7566714*PED,5/17/25,,2,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,8067416*PED,5/17/25,,2,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,11/28/15,RE43797,11/17/24,U-1590,2,,No,Added to other strength,P:UC,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,1/28/16,7612073,11/17/24,U-1010,2,,,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,1/28/16,9216178,11/1/32,DP,"001, 002",,,P:DP,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,1/28/16,7612073*PED,5/17/25,,2,,,P:PED,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,1/28/16,RE43797,11/17/24,U-1590,2,,,P:UCnew,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,1/28/16,RE43797*PED,5/17/25,U-1590,2,,,P:PEDUC,,null,,,
Sapropterin Dihydrochloride,205065,Kuvan,BIOMARIN PHARM,,P,9/28/16,9433624,11/17/24,U-1589,"001, 002",,,P:UCnew,,null,,,
Saquinavir,20828,Fortovase*,HOFFMANN LA ROCHE,11/7/97,P,pre-2005,5196438,11/19/10,,1,,,Pre-2005,,null,,,
Saquinavir,20828,Fortovase*,HOFFMANN LA ROCHE,,P,pre-2005,6008228,6/6/15,,1,,,Pre-2005,,null,,,
Saquinavir,20828,Fortovase*,HOFFMANN LA ROCHE,,P,pre-2005,6352717,11/16/19,,1,,,Pre-2005,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,5196438,11/19/10,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,6008228,6/6/15,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,6352717,11/16/19,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,5196438*PED,5/19/11,,1,,No,P:PED,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,6008228*PED,12/6/15,,1,,No,P:PED,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,10/28/10,6352717*PED,5/16/20,,1,,No,P:PED,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,5196438,11/19/10,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,6008228,6/6/15,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,6352717,11/16/19,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,5196438*PED,5/19/11,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,6008228*PED,12/6/15,,1,,No change,No change,,null,,,
Saquinavir,20828,Fortovase,HOFFMANN LA ROCHE,,P,11/28/10,6352717*PED,5/16/20,,1,,No change,No change,,null,,,
Saquinavir Mesylate,20628,Invirase*,HOFFMANN LA ROCHE,12/6/95,P,pre-2005,5196438,11/19/10,,1,,,Pre-2005,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,P,10/28/10,5196438,11/19/10,,1,,No change,No change,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,P,10/28/10,5196438*PED,5/19/11,,1,,No,P:PED,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,P,11/28/10,5196438,11/19/10,,1,,No change,No change,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,P,11/28/10,5196438*PED,5/19/11,,1,,No change,No change,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,E,1/28/13,,11/30/15,M-61,1,,No,M,,null,,,
Saquinavir Mesylate,20628,Invirase,HOFFMANN LA ROCHE,,E,1/28/13,,5/30/16,PED,1,,No,PED,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,12/17/04,P,11/28/7,5196438,11/19/10,"DS, DP, U-834",1,,No,P:DS/DP/UCnew,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,P,10/28/10,5196438,11/19/10,"DS, DP, U-834",1,,No change,No change,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,P,10/28/10,5196438*PED,5/19/11,,1,,No,P:PED,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,P,11/28/10,5196438,11/19/10,"DS, DP, U-834",1,,No change,No change,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,P,11/28/10,5196438*PED,5/19/11,,1,,No change,No change,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,E,1/28/13,,11/30/15,M-61,1,,No,M,,null,,,
Saquinavir Mesylate,21785,Invirase,HOFFMANN-LA ROCHE,,E,1/28/13,,5/30/16,PED,1,,No,PED,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,10/1/18,P,10/28/20,8318706,5/1/31,"DS, DP, U-2405","001, 002, 003",,,P:DS/DP/UCnew,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,,P,10/28/20,8513223,12/7/29,U-2406,"001, 002, 003",,,P:UCnew,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,,P,10/28/20,9255068,2/9/33,"DS, DP, U-2407","001, 002, 003",,,P:DS/DP/UCnew,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,,P,10/28/20,9255068,2/9/33,"DS, DP, U-2408","001, 002, 003",,,DS/DP/UCnew,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,,P,10/28/20,9481639,8/10/28,U-2409,"001, 002, 003",,,P:UCnew,,null,,,
Sarecycline Hydrochloride,209521,Seysara,ALMIRALL,,E,10/28/20,,10/1/23,NCE,"001, 002, 003",,,,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,7/31/09,E,7/28/9,,7/31/14,NCE,"001, 002",,Yes,NCE,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,P,8/28/9,6395767,2/16/21,"DS, DP, U-995","001, 002",,Yes,P:DS/DP/UCnew,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,P,6/28/11,7951400,11/30/28,DP,"001, 002",,No,P:DP,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,E,12/28/11,,12/16/13,M-108,"001, 002",,No,M,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,P,5/28/13,RE44186,7/31/23,"DS, DP, U-995","001, 002",,No,P:DS/DP/UCnew,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,E,2/28/14,,5/24/16,M-134,"001, 002",,No,M,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,P,4/28/16,RE44186,7/31/23,"DS, DP, U-995","001, 002",,,P:DS/DP/UCnew,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,P,4/28/16,RE44186,7/31/23,"DS, DP, U-1837","001, 002",,,DS/DP/UCnew,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,E,4/28/16,,4/5/19,M-175,"001, 002",,,,,null,,,
Saxagliptin Hydrochloride,22350,Onglyza,ASTRAZENECA AB,,E,3/28/17,,2/27/20,M-198,2,,,,,null,,,
Secnidazole,209363,Solosec,LUPIN,9/15/17,E,9/28/17,,9/15/22,NCE,1,,,,,null,,,
Secnidazole,209363,Solosec,LUPIN,,E,9/28/17,,9/15/27,GAIN,1,,,,,null,,,
Secretin Synthetic Human,21256,Chirhostim*,CHIRHOCLIN,4/9/04,E,pre-2005,,4/9/09,NCE,1,,,Pre-2005,,null,,,
Secretin Synthetic Human,21256,Chirhostim*,CHIRHOCLIN,,E,pre-2005,,4/4/09,ODE,1,,,Pre-2005,,null,,,
Secretin Synthetic Human,21256,Chirhostim,CHIRHOCLIN,,E,7/28/7,,4/9/09,NCE,2,,Maybe,Added to other strength,NCE,null,,,
Secretin Synthetic Human,21256,Chirhostim,CHIRHOCLIN,,E,7/28/7,,4/4/09,ODE,2,,No,Added to other strength,ODE,null,,,
Secretin Synthetic Porcine,21136,Secremax*,CHIRHOCLIN,4/4/02,E,pre-2005,,11/1/05,I-408,1,,,Pre-2005,,null,,,
Secretin Synthetic Porcine,21136,Secremax*,CHIRHOCLIN,,E,pre-2005,,4/4/05,NP,1,,,Pre-2005,,null,,,
Secretin Synthetic Porcine,21136,Secremax*,CHIRHOCLIN,,E,pre-2005,,4/4/09,ODE,1,,,Pre-2005,,null,,,
Selegiline,21336,Emsam,SOMERSET,2/27/06,E,2/28/6,,2/27/09,NDF,1,,Yes,NDF,,null,,,
Selegiline,21336,Emsam,SOMERSET,,P,3/28/6,RE34579,8/18/07,"DS, DP, U-711","001, 002, 003",,Yes,P:DS/DP/UCnew,,null,,,
Selegiline,21336,Emsam,SOMERSET,,E,3/28/6,,2/27/09,NDF,"002, 003",,Yes,Added to other strength,NDF,null,,,
Selegiline,21336,Emsam,SOMERSET,,P,7/28/6,7070808,5/10/18,"DS, DP",1,,No,P:DS/DP,,null,,,
Selegiline,21336,Emsam,SOMERSET,,P,1/28/7,7150881,6/12/18,"DS, DP","001, 002, 003",,No,P:DS/DP,,null,,,
Selegiline,21336,Emsam,SOMERSET,,P,8/28/10,7070808,5/10/18,"DS, DP","002, 003",,No,Added to other strength,P:DS/DP,null,,,
Selegiline,21336,Emsam,SOMERSET,,P,8/28/10,7638140,5/10/18,DP,"001, 002, 003",,No,P:DP,,null,,,
Selegiline Hydrochloride,21479,Zelapar,BAUSCH,6/14/06,P,7/28/6,5648093,7/15/14,DP,1,,Yes,P:DP,,null,,,
Selegiline Hydrochloride,21479,Zelapar,BAUSCH,,P,7/28/6,6423342,3/1/16,DP,1,,Yes,P:DP,,null,,,
Selegiline Hydrochloride,21479,Zelapar,BAUSCH,,E,11/28/6,,6/14/09,NDF,1,,No,NDF,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,12/21/15,E,12/28/15,,12/21/20,NCE,"001, 002, 003, 004, 005, 006, 007, 008",,Yes,NCE,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,,P,1/28/16,7205302,4/4/23,"DS, DP, U-1797","001, 002, 003, 004, 005, 006, 007, 008",,,P:DS/DP/UCnew,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,,P,1/28/16,8791122,8/1/30,"DS, DP","001, 002, 003, 004, 005, 006, 007, 008",,,P:DS/DP,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,,P,1/28/16,9173881,8/12/29,U-1798,"001, 002, 003, 004, 005, 006, 007, 008",,,P:UCnew,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,,E,2/28/16,,12/21/22,ODE,"001, 002, 003, 004, 005, 006, 007, 008",,,ODE,,null,,,
Selexipag,207947,Uptravi,ACTELION PHARMS LTD,,P,3/28/16,9284280,6/25/30,U-1831,"001, 002, 003, 004, 005, 006, 007, 008",,,P:UCnew,,null,,,
Semaglutide,209637,Ozempic,NOVO,12/5/17,P,12/28/17,6899699,1/2/22,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,7762994,5/23/24,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8114833,8/13/25,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8129343,1/29/29,"DS, DP, U-2202",1,,,P:DS/DP/UCnew,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8536122,3/20/26,"DS, DP, U-2202",1,,,P:DS/DP/UC,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8579869,6/30/23,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8672898,1/2/22,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8684969,10/20/25,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,8920383,7/17/26,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9108002,1/20/26,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9132239,2/1/32,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9457154,9/27/27,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9486588,1/2/22,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9687611,2/27/27,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,9775953,7/17/26,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,12/28/17,RE46363,8/3/26,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,E,12/28/17,,12/5/22,NCE,1,,,,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,8/28/18,9616180,1/20/26,DP,1,,,P:DP,,null,,,
Semaglutide,209637,Ozempic,NOVO,,P,8/28/18,9861757,1/20/26,DP,1,,,P:DP,,null,,,
Sermorelin Acetate,19863,Geref*,EMD SERONO,12/28/90,P,pre-2005,4703035,12/28/04,U-47,1,,,Pre-2005,,null,,,
Sermorelin Acetate,20443,Geref*,EMD SERONO INC,9/26/97,P,pre-2005,4703035,12/28/04,,"001, 002",,,Pre-2005,,null,,,
Sermorelin Acetate,20443,Geref*,EMD SERONO INC,,E,pre-2005,,9/26/04,ODE,"001, 002",,,Pre-2005,,null,,,
Sertaconazole Nitrate,21385,Ertaczo*,BAUSCH,12/10/03,E,pre-2005,,12/10/08,NCE,1,,,Pre-2005,,null,,,
Sertaconazole Nitrate,21385,Ertaczo,BAUSCH,,P,12/28/6,5135943,5/31/14,"DS, DP, U-786",1,,No,P:DS/DP/UCnew,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,12/30/91,P,pre-2005,4536518,12/30/05,U-12,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,4962128,11/2/09,U-152,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,5248699,8/13/12,,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,5744501,1/6/09,U-461,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,5789449,1/6/09,U-460,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,4536518*PED,6/30/06,U-12,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,4962128*PED,5/2/10,U-152,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,P,pre-2005,5248699*PED,2/13/13,,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,E,pre-2005,,5/16/05,I-355,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,E,pre-2005,,2/7/06,I-261,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,E,pre-2005,,8/6/04,M-11,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,19839,Zoloft*,PFIZER,,E,pre-2005,,2/6/05,PED,"001, 002, 003, 004, 005",,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,12/7/99,P,pre-2005,4536518,12/30/05,U-286,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,5248699,8/13/12,,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,5744501,1/6/09,U-461,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,5789449,1/6/09,U-460,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,6727283,10/11/19,"DP, U-580",1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,4536518*PED,6/30/06,U-286,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,P,pre-2005,5248699*PED,2/13/13,,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,E,pre-2005,,5/16/05,I-355,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,E,pre-2005,,2/7/06,I-261,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,E,pre-2005,,8/6/04,M-11,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft*,PFIZER,,E,pre-2005,,2/6/05,PED,1,,,Pre-2005,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,7/28/6,7067555,11/10/19,DP,1,,No,P:DP,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,7/28/6,7067555*PED,5/10/20,,1,,No,P:PED,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,8/28/6,6727283,10/11/19,"DP, U-580",1,,No change,No change,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,8/28/6,6727283*PED,4/11/20,,1,,No,P:PED,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,5/28/13,7067555,10/11/19,DP,1,,No,PTDecrease,,null,,,
Sertraline Hydrochloride,20990,Zoloft,PFIZER,,P,5/28/13,7067555*PED,4/11/20,,1,,No,P:PEDDecrease,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,10/19/07,E,10/28/7,,10/19/10,NS,1,,Yes,NS,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,E,11/28/7,,10/19/10,NS,1,,Yes,NS,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,1/28/8,5667775,9/16/14,U-246,1,,No,P:UCnew,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,2/28/8,5496545,8/11/13,"DP, U-246",1,,No,P:DP/UC,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,2/28/8,5667775,9/16/14,U-246,1,,No change,No change,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,2/28/8,6509013,8/11/13,DP,1,,No,P:DP,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,2/28/8,6858203,8/11/13,"DP, U-246",1,,No,P:DP/UC,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,2/28/8,7014846,8/11/13,"DP, U-246",1,,No,P:DP/UC,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,12/28/8,7459151,8/11/13,U-246,1,,No,P:UC,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,P,8/28/11,7985418,10/27/25,DP,1,,No,P:DP,,null,,,
Sevelamer Carbonate,22127,Renvela,SANOFI,,E,11/28/16,,11/25/19,NPP,1,,,NPP,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,8/12/09,E,8/28/9,,10/19/10,NE,"001, 002",,Yes,NE,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,E,8/28/9,,8/12/12,NDF,"001, 002",,Yes,NDF,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,5496545,8/11/13,"DP, U-246","001, 002",,Yes,P:DP/UCnew,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,5667775,9/16/14,U-246,"001, 002",,Yes,P:UC,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,6509013,8/11/13,DP,"001, 002",,Yes,P:DP,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,6858203,8/11/13,"DP, U-246","001, 002",,Yes,P:DP/UC,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,7014846,8/11/13,"DP, U-246","001, 002",,Yes,P:DP/UC,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,10/28/9,7459151,8/11/13,U-246,"001, 002",,Yes,P:UC,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,P,1/28/16,9095509,12/6/30,DP,"001, 002",,,P:DP,,null,,,
Sevelamer Carbonate,22318,Renvela,GENZYME,,E,11/28/16,,10/25/19,NPP,"001, 002",,,NPP,,null,,,
Sevelamer Hydrochloride,20926,Renagel*,GENZYME,10/30/98,P,pre-2005,5496545,8/11/13,U-246,1,,,Pre-2005,,null,,,
Sevelamer Hydrochloride,20926,Renagel*,GENZYME,,P,pre-2005,5667775,9/16/14,U-246,1,,,Pre-2005,,null,,,
Sevelamer Hydrochloride,20926,Renagel*,GENZYME,,P,pre-2005,6509013,8/11/13,,1,,,Pre-2005,,null,,,
Sevelamer Hydrochloride,21179,Renagel*,GENZYME,7/12/00,P,pre-2005,5496545,8/11/13,U-246,"001, 002",,,Pre-2005,,null,,,
Sevelamer Hydrochloride,21179,Renagel*,GENZYME,,P,pre-2005,5667775,9/16/14,U-246,"001, 002",,,Pre-2005,,null,,,
Sevelamer Hydrochloride,21179,Renagel*,GENZYME,,P,pre-2005,6509013,8/11/13,,"001, 002",,,Pre-2005,,null,,,
Sevelamer Hydrochloride,21179,Renagel,GENZYME,,P,11/28/5,6733780,10/18/20,DP,"001, 002",,No,P:DP,,null,,,
Sevelamer Hydrochloride,21179,Renagel,GENZYME,,P,3/28/6,7014846,8/11/13,"DP, U-246","001, 002",,No,P:DP/UCnew,,null,,,
Sevelamer Hydrochloride,21179,Renagel,GENZYME,,E,10/28/7,,10/19/10,M-67,"001, 002",,No,M,,null,,,
Sevelamer Hydrochloride,21179,Renagel,GENZYME,,E,11/28/7,,10/19/10,M-67,"001, 002",,No change,No change,,null,,,
Sevelamer Hydrochloride,21179,Renagel,GENZYME,,P,12/28/8,7459151,8/11/13,U-246,"001, 002",,No,P:UC,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,6/7/95,P,pre-2005,5990176,1/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6074668,1/9/18,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6288127,1/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6444859,1/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,5990176*PED,7/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6074668*PED,7/9/18,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6288127*PED,7/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,P,pre-2005,6444859*PED,7/27/17,,1,,,Pre-2005,,null,,,
Sevoflurane,20478,Ultane*,ABBVIE,,E,pre-2005,,9/30/04,PED,1,,,Pre-2005,,null,,,
Sibutramine Hydrochloride,20632,Meridia*,ABBOTT,11/22/97,P,pre-2005,4746680,6/11/07,,"001, 002, 003",,,Pre-2005,,null,,,
Sibutramine Hydrochloride,20632,Meridia*,ABBOTT,,P,pre-2005,4929629,5/29/07,,"001, 002, 003",,,Pre-2005,,null,,,
