Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Trulicity,US20110034373A1,Eli Lilly,Diabetes,Biologic,10,8/3/2007,7/30/2008,2/10/2011,,Abandoned,Method of Treatment,"The application claimed a method of treating obesity comprising administering an FGF-21 compound in combination with a GLP-1 compound, wherein the FGF-21 compound is an FGF-21 analog selected from the group consisting of Cys118-Cys134-FGF-21 (SEQ ID NO: 9), Cys118-Cys134-Ala167-FGF-21 (SEQ ID NO: 10), Cys21-Cys33-Ala167-FGF-21 (SEQ ID NO: 11), Cys26-Cys122-Ala167-FGF-21 (SEQ ID NO: 12), and Cys118-Cys134-Ala121-Ala167-FGF-21 (SEQ ID NO: 13).",Before,No,https://patents.google.com/patent/US20110034373A1/en?oq=US20110034373A1
Trulicity,US20140024586A1,Eli Lilly,Diabetes,Biologic,10,8/3/2007,10/3/2013,1/23/2014,,Abandoned,Method of Treatment,"The application claimed a  method of treating diabetes comprising administering an FGF-21 compound in combination with a GLP-1 compound, wherein the GLP-1 compound comprises an amino acid sequence of SEQ ID NO: 20.",Before,No,https://patents.google.com/patent/US20140024586A1/en?oq=US20140024586A1
Trulicity,US20180104312A1,Eli Lilly,Diabetes,Biologic,12,10/26/2015,10/14/2016,4/19/2018,,Abandoned,Product,"The application claimed GLP-1 compounds, a pharmaceutical composition and a method of treating a disease selected from the group consisting of T2DM, obesity, fatty liver disease, NASH, dyslipidernia, metabolic syndrome, hyperinsulinemia and nighttime hypoglycemia",After,No,https://patents.google.com/patent/US20180104312A1/en?oq=US20180104312A1
Trulicity,US20200023137A1,Eli Lilly,Diabetes,Biologic,35,2/28/2017,2/22/2018,1/23/2020,,Pending,Device,"The application claims a  medication delivery device comprising: a device body; a dose setting member attached to said device body and rotatable relative to said device body during dose delivery; a ring-shaped sensed element rotationally fixed with said dose setting member; an actuator attached to said device body and movable relative to said device body during dose delivery; a dose delivery measurement module removably attached to the actuator, including a plurality of rotation sensors attached to said module, equi-radially spaced apart and axially over said ring-shaped sensed element and responsive to relative rotation of said ring-shaped sensed element relative to said actuator during dose delivery; and a controller responsive to said rotation sensor to detect the amount of rotation of said dose setting member relative to said actuator during dose delivery. treatment The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200023137A1/en?oq=US20200023137A1
Trulicity,US20200030537A1,Eli Lilly,Diabetes,Biologic,42,2/17/2017,2/9/2018,1/30/2020,,Pending,Device,"The application claims a device for delivering a therapeutic fluid by chemical reaction. The patent describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200030537A1/en?oq=US20200030537A1
Trulicity,US20200147318A1,Eli Lilly,Diabetes,Biologic,50,8/21/2017,2/22/2018,5/14/2020,,Pending,Device,"The application claims a medication delivery device comprising a device body; a dose setting member; a sensed element attached to and rotationally fixed with said dose setting member; an actuator attached to said device body; a rotation sensor attached to said actuator during dose delivery and a controller responsive to said rotation sensor to determine the amount of dose delivery based on the detected rotation of said dose setting member relative to said actuator during dose delivery. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200147318A1/en?oq=US20200147318A1
Trulicity,US20200171129,Eli Lilly,Diabetes,Biologic,7,6/1/2017,5/24/2018,6/4/2020,,Pending,Method of Treatment,The application claims a method of treating chronic kidney disease  (CKD) and associated diagnoses in a patient with dulaglutide. ,After,No,https://patents.google.com/patent/US20200171129A1/en?oq=US20200171129
Trulicity,US20200171246A1,Eli Lilly,Diabetes,Biologic,40,8/18/2017,8/17/2018,6/4/2020,,Pending,Device,"The application claims a medication delivery device comprising a device body, a dose setting member, a sensed element attached to and rotationally fixed with said dose setting member,  an actuator, a rotation sensor and an electronics assembly responsive to the rotation sensor to determine the amount of dose delivery based on the detected rotation of said dose setting member relative to said actuator during dose delivery. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US20200171246A1/en?oq=US20200171246A1
Trulicity,US20200179607A1,Eli Lilly,Diabetes,Biologic,63,5/2/2017,4/25/2018,6/11/2020,,Abandoned,Device,"The application claimed an injection device for dispensing medication from a medicament cartridge having a needle assembly at one end and a piston disposed opposite the needle assembly wherein advancement of the piston within the cartridge discharges medication from the needle assembly. The patent  application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200179607A1/en?oq=US20200179607A1
Trulicity,US20200188595A1,Eli Lilly,Diabetes,Biologic,66,5/2/2017,4/25/2018,6/18/2020,,Pending,Device,"The application claims an  injection device comprising a housing assembly, a driver, a plunger and a breaking mechanism.  The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US20200188595A1/en?oq=US20200188595A1
Trulicity,US20200197605A1,Eli Lilly,Diabetes,Biologic,22,5/5/2017,5/3/2018,6/25/2020,,Pending,Device,"The application claims a medication delivery device to control glucose in a patient and a method of treatment. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200197605A1/en?oq=US20200197605A1
Trulicity,US20200197611A1,Eli Lilly,Diabetes,Biologic,52,7/27/2017,7/20/2018,6/25/2020,,Pending,Device,"The application claims a device for delivering a therapeutic fluid by chemical reaction comprising a barrel, an acutator, a syringe, and a plunger and a method of use. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US20200197611A1/en?oq=US20200197611A1
Trulicity,US20200206431A1,Eli Lilly,Diabetes,Biologic,61,8/21/2017,2/22/2018,7/2/2020,,Pending,Device,"The application claims a  medication delivery device comprising a device body; a dose setting member attached to said device body; a sensed element attached to and rotationally fixed with said dose setting member; an actuator attached to said device body; a dose detection module attached to said actuator and located proximal to said actuator and a controller responsive to said rotation sensor to determine the amount of dose delivery based on the detected rotation of said dose setting member relative to said actuator during dose delivery. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200206431A1/en?oq=US20200206431A1
Trulicity,US20200222638A1,Eli Lilly,Diabetes,Biologic,60,10/12/2017,10/5/2018,7/16/2020,,Pending,Device,"The application claims a device for removing a protective shield, the device comprising a cup shaped body defined about a longitudinal axis, said body having a sidewall circumscribing an interior space and a distal bottom wall, and a proximal opening in communication with the interior space, wherein the proximal opening is configured to receive the protective shield to be disposed within the interior space, wherein the sidewall includes a plurality of sidewall openings formed therein, a plurality of fingers each having a proximal end flexibly coupled with the sidewall and extending distally within the corresponding sidewall openings, each of the fingers further including at least one projection extending in a circumferential direction and projecting toward the interior space, wherein the at least one projection on each finger is engageable with the protective shield when the protective shield is disposed within the interior space. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US20200222638A1/en?oq=US20200222638A1
Trulicity,US20200225200A1,Eli Lilly,Diabetes,Biologic,45,10/18/2017,3/26/2020,7/16/2020,,Pending,Method of Production / Process,The application claims a method of testing syringes for preparation to be pre-loaded with medication,After,No,https://patents.google.com/patent/US20200225200A1/en?oq=US20200225200A1
Trulicity,US20200238068A1,Eli Lilly,Diabetes,Biologic,25,10/4/2017,9/27/2018,7/30/2020,,Pending,Device,"The application claims a transparent tubing, the transparent tubing comprising: a longitudinal axis having a center; an inner circumferential surface defining a fluid pathway therethrough for delivering a first medium having a first index of refraction n1;
an outer circumferential surface; at least one visual marker; and, at least one integrated lens disposed opposite from the at least one visual marker, the at least one integrated lens configured to direct light from the at least one visual marker for detecting a presence or an absence in the fluid pathway of a second medium having a second index of refraction n2, where the second index of refraction n2 is different from the first index of refraction n1. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200238068A1/en?oq=US20200238068A1
Trulicity,US20200276383A1,Eli Lilly,Diabetes,Biologic,43,9/13/2017,9/10/2018,9/3/2020,,Pending,Device,"The application claims a tube management device for an infusion set having a flexible tube for conveying a medication between a reservoir and an infusion site on a patient, the device comprising: a central spindle defining an axis; a base member projecting radially outwardly from the central spindle; an upper member projecting radially outwardly from the central spindle wherein the base member and the upper member are axially spaced apart; a plurality of retainer members disposed on at least one of the base member and the upper member, wherein the central spindle, the base member, the upper member, and the plurality of retainer members define a toroidal space sized to receive a variable length of the flexible tube; and wherein the plurality of retainer members restrict radially outward movement of a length of the flexible tube wound about the central spindle. The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US20200276383A1/en?oq=US20200276383A1
Trulicity,US20200330558A1,Eli Lilly,Diabetes,Biologic,3,11/21/2017,11/13/2018,10/22/2020,,Pending,Method of Treatment,"The application claims a method of improving glycemic control in a subject having type 2 diabetes (T2D) and in need of additional glycemic control, comprising: a) identifying a subject having T2D and in need of further glycemic control; b) administering to said subject a first dose of dulaglutide once weekly for a minimum of four weeks; and c) increasing the dose to a second dose administered once weekly, wherein the first dose is selected from the group consisting of 1.5 and 3.0 mg, and the second dose is selected from the group consisting of 3.0 and 4.5 mg.",After,No,https://patents.google.com/patent/US20200330558A1/en?oq=US20200330558A1
Trulicity,US20200397996A1,Eli Lilly,Diabetes,Biologic,18,2/22/2018,2/20/2019,12/24/2020,,Pending,Device,"The application claims a medication delivery device comprising: a device body; a dose setting component coupled to said device body and rotatable relative to said device body in relation to an amount of a set or delivered dose, said dose setting component having a proximal surface; an annular sensed element positioned on the proximal surface of said dose setting component; and
a carrier including a proximal overlapping support contactable against said annular sensed element opposite the proximal surface of said dose setting component, said carrier being axially and rotationally fixed to said dose setting component.  The patent application describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US20200397996A1/en?oq=US20200397996A1
